Source,Period,Validation rule,Importance,Left side description,Value,Operator,Value,Right side description
Mabang (Ribbi) MCHP,September 2020,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D) Validation",Medium,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D)",50.0,<=,0.0,"Vitamin A 100,000 IU (Blue), Caps - Opening Balance (A) + Vitamin A 100,000 IU (Blue), Caps - Quantity Received (B) + Vitamin A 100,000 IU (Blue), Caps - Losses / Adjustments (C)"
Mabang (Ribbi) MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",5.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
Mabang (Ribbi) MCHP,September 2020,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Dispensed (D)",50.0,<=,0.0,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Opening Balance (A) + LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Received (B) + LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Losses / Adjustments (C)"
Mabang (Ribbi) MCHP,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",26.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Mabang (Ribbi) MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Losses / Adjus"
Mabang (Ribbi) MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",14.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Mabang (Ribbi) MCHP,September 2020,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D)",9.0,<=,0.0,"LMIS_EM&CONS Surgical Spirit 98%, Solution - Opening Balance (A) + LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Received (B) + LMIS_EM&CONS Surgical Spirit 98%, Solution - Losses / Adjustments (C)"
Mabang (Ribbi) MCHP,September 2020,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D) Validation,Medium,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D),50.0,<=,0.0,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Opening Balance (A) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Received (B) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Losses / Adjustments (C)
Mabang (Ribbi) MCHP,September 2020,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Folic Acid 5mg, Tab - Opening Balance (A) + LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Folic Acid 5mg, Tab - Losses / Adjustments (C)"
Manjeihun MCHP,September 2020,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp - Opening Balance (A) + LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp - Losses / Adjustments (C)"
Mano (Dasse) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",8.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
Mano (Dasse) CHC,September 2020,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Opening Balance (A) + LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Received (B) + LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Losses / Adjustments (C)"
Mano (Dasse) CHC,September 2020,Plumpy Nuts (OTP) - Quantity Dispensed (D) Validation,Medium,Plumpy Nuts (OTP) - Quantity Dispensed (D),70.0,<=,0.0,Plumpy Nuts (OTP) - Opening Balance (A) + Plumpy Nuts (OTP) - Quantity Received (B) + Plumpy Nuts (OTP) - Losses / Adjustments (C)
Mano (Dasse) CHC,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",31.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Mano (Dasse) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Losses / Adjus"
Mano (Dasse) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Mende Town MCHP,September 2020,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D)",5.0,<=,0.0,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Opening Balance (A) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Received (B) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Losses / Adjustments (C)"
Mende Town MCHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",42.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Mende Town MCHP,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",60.0,<=,44.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Mofombo MCHP,September 2020,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D)",120.0,<=,100.0,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Ethinylestradiol &"
Mofombo MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
Mofombo MCHP,September 2020,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),20.0,<=,0.0,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C
Mofombo MCHP,September 2020,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab  - Quantity Dispensed (D)",80.0,<=,0.0,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab - Opening Balance (A) + LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab  - Quantity Received (B) + LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300"
Mofombo MCHP,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Dispensed (D)",425.0,<=,381.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Losses / Adjustments (C)"
Mofombo MCHP,September 2020,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Surgical Spirit 98%, Solution - Opening Balance (A) + LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Received (B) + LMIS_EM&CONS Surgical Spirit 98%, Solution - Losses / Adjustments (C)"
Moforay MCHP,September 2020,Plumpy Nuts (OTP) - Quantity Dispensed (D) Validation,Medium,Plumpy Nuts (OTP) - Quantity Dispensed (D),20.0,<=,0.0,Plumpy Nuts (OTP) - Opening Balance (A) + Plumpy Nuts (OTP) - Quantity Received (B) + Plumpy Nuts (OTP) - Losses / Adjustments (C)
Moforay MCHP,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Moforay MCHP,September 2020,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Opening Balance (A) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Received (B) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Losses / Adjustments (C)"
Moforay MCHP,September 2020,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D) Validation,Medium,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D),67.0,<=,0.0,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Opening Balance (A) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Received (B) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Losses / Adjustments (C)
Mogbaske CHP,September 2020,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Opening Balance (A) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D)",7.0,<=,0.0,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Opening Balance (A) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Received (B) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D)",220.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D)",322.0,<=,0.0,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg"
Mogbaske CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Losses / Adjus"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",130.0,<=,0.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",26.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Ibuprofen 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ibuprofen 400mg, Tab - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_REP_H Condom, Female - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Female - Quantity Dispensed (D)",39.0,<=,0.0,"LMIS_REP_H Condom, Female - Opening Balance (A) + LMIS_REP_H Condom, Female - Quantity Received (B) + LMIS_REP_H Condom, Female - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D)",172.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Losses"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",18.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Dispensed (D)",100.0,<=,58.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D)",630.0,<=,0.0,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",48.0,<=,0.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Opening Balance (A) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Received (B) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Losses / Adjustments (C)"
Mogbaske CHP,September 2020,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Folic Acid 5mg, Tab - Opening Balance (A) + LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Folic Acid 5mg, Tab - Losses / Adjustments (C)"
Mogbuama MCHP,September 2020,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D)",196.0,<=,0.0,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag - Opening Balance (A) + LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Received (B) + LMIS_EM&CONS Compound Sodium (Ringer's) La"
Mogbuama MCHP,September 2020,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Opening Balance (A) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Received (B) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Losses / Adjustments (C)"
Mogbuama MCHP,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D)",481.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Losses / Adjustments (C)"
Mogbuama MCHP,September 2020,Plumpy Nuts (OTP) - Quantity Dispensed (D) Validation,Medium,Plumpy Nuts (OTP) - Quantity Dispensed (D),185.0,<=,0.0,Plumpy Nuts (OTP) - Opening Balance (A) + Plumpy Nuts (OTP) - Quantity Received (B) + Plumpy Nuts (OTP) - Losses / Adjustments (C)
